664.34,100.73,58.654,3.1416,0.0022892,-2.7457,518.97,-37.509,150.96,3.1416,-0.28139,-3.1178,490.76,-25.288,158.25,3.1416,-0.25443,-3.0275,529.76,-222.3,57.592,3.1416,0.0023727,-3.139
663.98,100.38,58.81,3.1416,0.0022892,-2.7457,518.49,-37.611,151.1,3.1416,-0.28139,-3.1178,491.22,-25.464,158.15,3.1416,-0.25443,-3.0275,529.74,-221.8,57.59,3.1416,0.0023727,-3.139
663.62,100.03,58.966,3.1416,0.0022892,-2.7457,518,-37.713,151.25,3.1416,-0.28139,-3.1178,491.69,-25.64,158.05,3.1416,-0.25443,-3.0275,529.72,-221.3,57.589,3.1416,0.0023727,-3.139
663.26,99.685,59.122,3.1416,0.0022756,-2.6894,517.51,-37.815,151.39,3.1416,-0.28139,-3.1178,492.16,-25.817,157.95,3.1416,-0.25443,-3.0275,529.69,-220.8,57.588,3.1416,0.0023727,-3.139
662.9,99.338,59.278,3.1416,0.0022756,-2.6894,517.02,-37.917,151.53,3.1416,-0.28139,-3.1178,492.63,-25.993,157.84,3.1416,-0.25443,-3.0275,529.67,-220.3,57.586,3.1416,0.0023727,-3.139
662.54,98.991,59.496,3.1416,0.0022459,-2.5771,516.53,-38.02,151.68,3.1416,-0.28139,-3.1178,493.1,-26.169,157.74,3.1416,-0.25443,-3.0275,529.65,-219.8,57.585,3.1416,0.0023727,-3.139
662.18,98.643,59.729,3.1416,0.0022459,-2.5771,516.04,-38.122,151.82,3.1416,-0.28139,-3.1178,493.56,-26.345,157.64,3.1416,-0.25443,-3.0275,529.63,-219.3,57.584,3.1416,0.0023727,-3.139
661.82,98.296,59.962,3.1416,0.0022459,-2.5771,515.55,-38.224,151.97,3.1416,-0.28139,-3.1178,494.03,-26.521,157.54,3.1416,-0.25443,-3.0275,529.61,-218.8,57.582,3.1416,0.0023727,-3.139
661.46,97.949,60.195,3.1416,0.0022459,-2.5771,515.06,-38.326,152.11,3.1416,-0.27367,3.1355,494.5,-26.698,157.44,3.1416,-0.25443,-3.0275,529.59,-218.3,57.581,3.1416,0.0023727,-3.139
661.1,97.602,60.428,3.1416,0.0022459,-2.5771,514.57,-38.428,152.25,3.1416,-0.27367,3.1355,494.97,-26.874,157.34,3.1416,-0.25443,-3.0275,529.56,-217.8,57.58,3.1416,0.0023727,-3.139
660.74,97.254,60.661,3.1416,0.0022295,-2.5208,514.08,-38.53,152.4,3.1416,-0.27367,3.1355,495.44,-27.05,157.24,3.1416,-0.25443,-3.0275,529.54,-217.31,57.578,3.1416,0.0023727,-3.139
660.38,96.907,60.894,3.1416,0.0022295,-2.5208,513.59,-38.632,152.54,3.1416,-0.27367,3.1355,495.9,-27.226,157.13,3.1416,-0.27468,-3.058,529.52,-216.81,57.577,3.1416,0.0023727,-3.139
660.02,96.56,61.191,3.1416,0.0021922,-2.4086,513.1,-38.734,152.68,3.1416,-0.27367,3.1355,496.37,-27.402,157.01,3.1416,-0.27468,-3.058,529.5,-216.31,57.576,3.1416,0.0023727,-3.139
659.66,96.213,61.521,3.1416,0.0021922,-2.4086,512.61,-38.836,152.83,3.1416,-0.27367,3.1355,496.84,-27.579,156.89,3.1416,-0.27468,-3.058,529.48,-215.81,57.574,3.1416,0.0023727,-3.139
659.3,95.865,61.851,3.1416,0.0021922,-2.4086,512.12,-38.939,152.97,3.1416,-0.27367,3.1355,497.31,-27.755,156.77,3.1416,-0.27468,-3.058,529.46,-215.31,57.573,3.1416,0.0023727,-3.139
658.94,95.518,62.181,3.1416,0.0021922,-2.4086,511.63,-39.041,153.11,3.1416,-0.27367,3.1355,497.78,-27.931,156.65,3.1416,-0.27468,-3.058,529.43,-214.81,57.572,3.1416,0.0023727,-3.139
658.58,95.171,62.511,3.1416,0.0021706,-2.3522,511.14,-39.143,153.26,3.1416,-0.27367,3.1355,498.24,-28.107,156.53,3.1416,-0.27468,-3.058,529.41,-214.31,57.57,3.1416,0.0023727,-3.139
658.22,94.824,62.841,3.1416,0.0021706,-2.3522,510.65,-39.245,153.4,3.1416,-0.27367,3.1355,498.71,-28.283,156.41,3.1416,-0.27468,-3.058,529.39,-213.81,57.569,3.1416,0.0023727,-3.139
657.86,94.477,63.177,3.1416,0.0021484,-2.3005,510.16,-39.347,153.54,3.1416,-0.27367,3.1355,499.18,-28.46,156.3,3.1416,-0.27468,-3.058,529.37,-213.31,57.568,3.1416,0.0023727,-3.139
657.5,94.129,63.522,3.1416,0.0021589,-2.3242,509.68,-39.449,153.69,3.1416,-0.27367,3.1355,499.65,-28.636,156.18,3.1416,-0.27468,-3.058,529.35,-212.81,57.566,3.1416,0.0023727,-3.139
